民國年,縣市,期作,收購類型,收購量(公噸)
105,臺東縣,一期,餘糧收購,37.2
105,臺東縣,二期,計畫收購,348.2
105,臺東縣,二期,輔導收購,7.6
105,花蓮縣,一期,計畫收購,2884.9
105,花蓮縣,一期,輔導收購,682.9
105,花蓮縣,一期,餘糧收購,299.3
105,花蓮縣,二期,計畫收購,1877.6
105,花蓮縣,二期,輔導收購,67.4
105,花蓮縣,二期,餘糧收購,3.7
105,新竹市,一期,計畫收購,477.7
105,新竹市,一期,輔導收購,280.6
105,新竹市,一期,餘糧收購,499.1
105,新竹市,二期,計畫收購,194.6
105,新竹市,二期,輔導收購,16.4
105,嘉義市,一期,計畫收購,770.3
105,嘉義市,一期,輔導收購,259.3
105,嘉義市,一期,餘糧收購,149.3
105,嘉義市,二期,計畫收購,62.9
105,嘉義市,二期,輔導收購,2.2
105,嘉義市,二期,餘糧收購,4.2
106,新北市,一期,計畫收購,175.1
106,新北市,一期,輔導收購,84.4
106,新北市,一期,餘糧收購,93.3
106,桃園市,一期,計畫收購,13810.8
106,桃園市,一期,輔導收購,7838.3
106,桃園市,一期,餘糧收購,8538.8
106,桃園市,二期,計畫收購,2833.7
106,桃園市,二期,輔導收購,1372.9
106,桃園市,二期,餘糧收購,1897.0
106,臺中市,一期,計畫收購,14217.6
106,臺中市,一期,輔導收購,8018.5
106,臺中市,一期,餘糧收購,14047.3
106,臺中市,二期,計畫收購,3362.7
106,臺中市,二期,輔導收購,1689.6
106,臺中市,二期,餘糧收購,3484.7
106,臺南市,一期,計畫收購,13097.1
106,臺南市,一期,輔導收購,6995.3
106,臺南市,一期,餘糧收購,7539.1
106,臺南市,二期,計畫收購,4761.2
106,臺南市,二期,輔導收購,2234.6
106,臺南市,二期,餘糧收購,1064.9
106,高雄市,一期,計畫收購,3003.4
106,高雄市,一期,輔導收購,1741.4
106,高雄市,一期,餘糧收購,2946.1
106,高雄市,二期,計畫收購,116.5
106,高雄市,二期,輔導收購,54.8
106,高雄市,二期,餘糧收購,98.8
106,宜蘭縣,一期,計畫收購,16734.3
106,宜蘭縣,一期,輔導收購,8917.7
106,宜蘭縣,一期,餘糧收購,2831.6
106,新竹縣,一期,計畫收購,5145.1
106,新竹縣,一期,輔導收購,2875.8
106,新竹縣,一期,餘糧收購,3874.5
106,新竹縣,二期,計畫收購,2646.7
106,新竹縣,二期,輔導收購,1330.6
106,新竹縣,二期,餘糧收購,2594.4
106,苗栗縣,一期,計畫收購,7321.3
106,苗栗縣,一期,輔導收購,4187.7
106,苗栗縣,一期,餘糧收購,6751.5
106,苗栗縣,二期,計畫收購,3724.2
106,苗栗縣,二期,輔導收購,1947.9
106,苗栗縣,二期,餘糧收購,4634.3
106,彰化縣,一期,計畫收購,20493.2
106,彰化縣,一期,輔導收購,10882.3
106,彰化縣,一期,餘糧收購,12433.4
106,彰化縣,二期,計畫收購,9193.5
106,彰化縣,二期,輔導收購,4247.0
106,彰化縣,二期,餘糧收購,3813.1
106,南投縣,一期,計畫收購,1181.1
106,南投縣,一期,輔導收購,472.8
106,南投縣,一期,餘糧收購,464.4
106,南投縣,二期,計畫收購,812.1
106,南投縣,二期,輔導收購,260.1
106,南投縣,二期,餘糧收購,188.2
106,雲林縣,一期,計畫收購,41190.2
106,雲林縣,一期,輔導收購,23369.3
106,雲林縣,一期,餘糧收購,34469.0
106,雲林縣,二期,計畫收購,8029.5
106,雲林縣,二期,輔導收購,3749.2
106,雲林縣,二期,餘糧收購,4848.3
106,嘉義縣,一期,計畫收購,24591.8
106,嘉義縣,一期,輔導收購,13401.2
106,嘉義縣,一期,餘糧收購,15320.4
106,嘉義縣,二期,計畫收購,10038.9
106,嘉義縣,二期,輔導收購,4552.1
106,嘉義縣,二期,餘糧收購,3396.1
106,屏東縣,一期,計畫收購,2427.9
106,屏東縣,一期,輔導收購,1022.6
106,屏東縣,一期,餘糧收購,561.9
106,屏東縣,二期,計畫收購,134.9
106,屏東縣,二期,輔導收購,66.9
106,屏東縣,二期,餘糧收購,66.6
106,臺東縣,一期,計畫收購,841.1
106,臺東縣,一期,輔導收購,196.6
106,臺東縣,一期,餘糧收購,8.6
106,臺東縣,二期,計畫收購,301.4
106,臺東縣,二期,輔導收購,31.7
106,花蓮縣,一期,計畫收購,2674.8
106,花蓮縣,一期,輔導收購,339.3
106,花蓮縣,一期,餘糧收購,87.0
106,花蓮縣,二期,計畫收購,1820.3
106,花蓮縣,二期,輔導收購,158.9
106,花蓮縣,二期,餘糧收購,24.2
106,新竹市,一期,計畫收購,430.0
106,新竹市,一期,輔導收購,252.9
106,新竹市,一期,餘糧收購,503.0
106,新竹市,二期,計畫收購,205.0
106,新竹市,二期,輔導收購,110.4
106,新竹市,二期,餘糧收購,317.9
106,嘉義市,一期,計畫收購,760.7
106,嘉義市,一期,輔導收購,357.7
106,嘉義市,一期,餘糧收購,336.8
106,嘉義市,二期,計畫收購,622.5
106,嘉義市,二期,輔導收購,234.4
106,嘉義市,二期,餘糧收購,155.6
107,新北市,一期,計畫收購,146.0
107,新北市,一期,輔導收購,82.3
107,新北市,一期,餘糧收購,135.5
107,桃園市,一期,計畫收購,14759.8
107,桃園市,一期,輔導收購,8742.4
107,桃園市,一期,餘糧收購,16537.5
107,桃園市,二期,計畫收購,2378.3
107,桃園市,二期,輔導收購,1223.0
107,桃園市,二期,餘糧收購,2583.0
107,臺中市,一期,計畫收購,14032.5
107,臺中市,一期,輔導收購,8265.8
107,臺中市,一期,餘糧收購,18112.1
107,臺中市,二期,計畫收購,3914.0
107,臺中市,二期,輔導收購,2031.1
107,臺中市,二期,餘糧收購,4977.8
107,臺南市,一期,計畫收購,7876.2
107,臺南市,一期,輔導收購,4599.0
107,臺南市,一期,餘糧收購,9351.5
107,臺南市,二期,計畫收購,3226.7
107,臺南市,二期,輔導收購,1694.1
107,臺南市,二期,餘糧收購,4088.5
107,高雄市,一期,計畫收購,2732.6
107,高雄市,一期,輔導收購,1597.1
107,高雄市,一期,餘糧收購,2870.4
107,高雄市,二期,計畫收購,107.0
107,高雄市,二期,輔導收購,45.2
107,高雄市,二期,餘糧收購,78.9
107,宜蘭縣,一期,計畫收購,14972.0
107,宜蘭縣,一期,輔導收購,8775.9
107,宜蘭縣,一期,餘糧收購,13398.8
107,新竹縣,一期,計畫收購,5737.4
107,新竹縣,一期,輔導收購,3366.1
107,新竹縣,一期,餘糧收購,6335.4
107,新竹縣,二期,計畫收購,2480.5
107,新竹縣,二期,輔導收購,1294.6
107,新竹縣,二期,餘糧收購,2998.3
107,苗栗縣,一期,計畫收購,7695.0
107,苗栗縣,一期,輔導收購,4559.9
107,苗栗縣,一期,餘糧收購,9971.9
107,苗栗縣,二期,計畫收購,3953.2
107,苗栗縣,二期,輔導收購,2097.2
107,苗栗縣,二期,餘糧收購,5433.4
107,彰化縣,一期,計畫收購,19249.0
107,彰化縣,一期,輔導收購,11228.6
107,彰化縣,一期,餘糧收購,23335.5
107,彰化縣,二期,計畫收購,8699.1
107,彰化縣,二期,輔導收購,4456.0
107,彰化縣,二期,餘糧收購,8282.4
107,南投縣,一期,計畫收購,1068.8
107,南投縣,一期,輔導收購,489.6
107,南投縣,一期,餘糧收購,923.5
107,南投縣,二期,計畫收購,743.7
107,南投縣,二期,輔導收購,280.5
107,南投縣,二期,餘糧收購,511.3
107,雲林縣,一期,計畫收購,37201.1
107,雲林縣,一期,輔導收購,22163.4
107,雲林縣,一期,餘糧收購,48532.6
107,雲林縣,二期,計畫收購,9333.0
107,雲林縣,二期,輔導收購,4953.7
107,雲林縣,二期,餘糧收購,12780.1
107,嘉義縣,一期,計畫收購,19898.6
107,嘉義縣,一期,輔導收購,11782.1
107,嘉義縣,一期,餘糧收購,24200.7
107,嘉義縣,二期,計畫收購,7821.9
107,嘉義縣,二期,輔導收購,4153.9
107,嘉義縣,二期,餘糧收購,10378.2
107,屏東縣,一期,計畫收購,625.3
107,屏東縣,一期,輔導收購,308.4
107,屏東縣,一期,餘糧收購,205.4
107,屏東縣,二期,計畫收購,86.7
107,屏東縣,二期,輔導收購,46.9
107,屏東縣,二期,餘糧收購,117.8
107,臺東縣,一期,計畫收購,590.5
107,臺東縣,一期,輔導收購,229.1
107,臺東縣,一期,餘糧收購,103.4
107,臺東縣,二期,計畫收購,220.9
107,臺東縣,二期,輔導收購,66.8
107,臺東縣,二期,餘糧收購,56.3
107,花蓮縣,一期,計畫收購,2121.6
107,花蓮縣,一期,輔導收購,919.8
107,花蓮縣,一期,餘糧收購,347.4
107,花蓮縣,二期,計畫收購,1531.0
107,花蓮縣,二期,輔導收購,714.2
107,花蓮縣,二期,餘糧收購,1261.3
107,新竹市,一期,計畫收購,504.5
107,新竹市,一期,輔導收購,303.9
107,新竹市,一期,餘糧收購,714.9
107,新竹市,二期,計畫收購,227.2
107,新竹市,二期,輔導收購,121.3
107,新竹市,二期,餘糧收購,353.6
107,嘉義市,一期,計畫收購,718.5
107,嘉義市,一期,輔導收購,416.8
107,嘉義市,一期,餘糧收購,684.2
107,嘉義市,二期,計畫收購,500.5
107,嘉義市,二期,輔導收購,264.1
107,嘉義市,二期,餘糧收購,598.8
108,新北市,一期,計畫收購,135.0
108,新北市,一期,輔導收購,68.7
108,新北市,一期,餘糧收購,70.1
108,桃園市,一期,計畫收購,14868.1
108,桃園市,一期,輔導收購,8677.5
108,桃園市,一期,餘糧收購,12325.7
108,桃園市,二期,計畫收購,2431.0
108,桃園市,二期,輔導收購,1258.7
108,桃園市,二期,餘糧收購,2663.0
108,臺中市,一期,計畫收購,14148.2
108,臺中市,一期,輔導收購,8282.3
108,臺中市,一期,餘糧收購,21636.9
108,臺中市,二期,計畫收購,3756.7
108,臺中市,二期,輔導收購,1939.2
108,臺中市,二期,餘糧收購,3395.1
108,臺南市,一期,計畫收購,10232.0
108,臺南市,一期,輔導收購,6102.6
108,臺南市,一期,餘糧收購,21343.7
108,臺南市,二期,計畫收購,1343.3
108,臺南市,二期,輔導收購,577.0
108,臺南市,二期,餘糧收購,463.9
108,高雄市,一期,計畫收購,3005.3
108,高雄市,一期,輔導收購,1791.3
108,高雄市,一期,餘糧收購,5241.2
108,高雄市,二期,計畫收購,116.4
108,高雄市,二期,輔導收購,53.9
108,高雄市,二期,餘糧收購,85.2
108,宜蘭縣,一期,計畫收購,14492.7
108,宜蘭縣,一期,輔導收購,8218.1
108,宜蘭縣,一期,餘糧收購,6669.4
108,新竹縣,一期,計畫收購,5648.2
108,新竹縣,一期,輔導收購,3263.9
108,新竹縣,一期,餘糧收購,4801.4
108,新竹縣,二期,計畫收購,2564.3
108,新竹縣,二期,輔導收購,1332.7
108,新竹縣,二期,餘糧收購,2928.9
108,苗栗縣,一期,計畫收購,8847.2
108,苗栗縣,一期,輔導收購,5199.3
108,苗栗縣,一期,餘糧收購,8944.8
108,苗栗縣,二期,計畫收購,4112.3
108,苗栗縣,二期,輔導收購,2166.6
108,苗栗縣,二期,餘糧收購,4477.4
108,彰化縣,一期,計畫收購,21381.7
108,彰化縣,一期,輔導收購,12538.9
108,彰化縣,一期,餘糧收購,34356.9
108,彰化縣,二期,計畫收購,6673.5
108,彰化縣,二期,輔導收購,2593.9
108,彰化縣,二期,餘糧收購,1798.2
108,南投縣,一期,計畫收購,965.8
108,南投縣,一期,輔導收購,430.2
108,南投縣,一期,餘糧收購,1073.2
108,南投縣,二期,計畫收購,705.8
108,南投縣,二期,輔導收購,224.9
108,南投縣,二期,餘糧收購,219.4
108,雲林縣,一期,計畫收購,41445.6
108,雲林縣,一期,輔導收購,24743.9
108,雲林縣,一期,餘糧收購,82993.6
108,雲林縣,二期,計畫收購,4343.9
108,雲林縣,二期,輔導收購,2176.8
108,雲林縣,二期,餘糧收購,2011.7
108,嘉義縣,一期,計畫收購,20712.2
108,嘉義縣,一期,輔導收購,12390.9
108,嘉義縣,一期,餘糧收購,39855.1
108,嘉義縣,二期,計畫收購,4127.3
108,嘉義縣,二期,輔導收購,2059.0
108,嘉義縣,二期,餘糧收購,3443.5
108,屏東縣,一期,計畫收購,1303.1
108,屏東縣,一期,輔導收購,779.0
108,屏東縣,一期,餘糧收購,2277.9
108,屏東縣,二期,計畫收購,88.2
108,屏東縣,二期,輔導收購,43.0
108,屏東縣,二期,餘糧收購,78.7
108,臺東縣,一期,計畫收購,681.2
108,臺東縣,一期,輔導收購,291.4
108,臺東縣,一期,餘糧收購,290.2
108,臺東縣,二期,計畫收購,275.7
108,臺東縣,二期,輔導收購,114.9
108,臺東縣,二期,餘糧收購,73.7
108,花蓮縣,一期,計畫收購,2292.5
108,花蓮縣,一期,輔導收購,1181.2
108,花蓮縣,一期,餘糧收購,2061.6
108,花蓮縣,二期,計畫收購,1624.9
108,花蓮縣,二期,輔導收購,766.5
108,花蓮縣,二期,餘糧收購,1283.8
108,新竹市,一期,計畫收購,517.6
108,新竹市,一期,輔導收購,310.8
108,新竹市,一期,餘糧收購,344.4
108,新竹市,二期,計畫收購,255.7
108,新竹市,二期,輔導收購,136.6
108,新竹市,二期,餘糧收購,229.0
108,嘉義市,一期,計畫收購,778.1
108,嘉義市,一期,輔導收購,480.1
108,嘉義市,一期,餘糧收購,1455.5
108,嘉義市,二期,計畫收購,479.9
108,嘉義市,二期,輔導收購,246.2
108,嘉義市,二期,餘糧收購,227.5
109,新北市,一期,計畫收購,119.0
109,新北市,一期,輔導收購,65.2
109,新北市,一期,餘糧收購,96.5
109,桃園市,一期,計畫收購,12770.2
109,桃園市,一期,輔導收購,7534.5
109,桃園市,一期,餘糧收購,13959.8
109,桃園市,二期,計畫收購,427.1
109,桃園市,二期,輔導收購,227.4
109,桃園市,二期,餘糧收購,579.0
109,臺中市,一期,計畫收購,14311.2
109,臺中市,一期,輔導收購,8463.0
109,臺中市,一期,餘糧收購,18665.2
109,臺中市,二期,計畫收購,4422.6
109,臺中市,二期,輔導收購,2327.3
109,臺中市,二期,餘糧收購,6192.6
109,臺南市,一期,計畫收購,9561.8
109,臺南市,一期,輔導收購,5728.1
109,臺南市,一期,餘糧收購,13438.4
109,臺南市,二期,計畫收購,5770.8
109,臺南市,二期,輔導收購,3079.8
109,臺南市,二期,餘糧收購,8847.5
109,高雄市,一期,計畫收購,2938.6
109,高雄市,一期,輔導收購,1751.1
109,高雄市,一期,餘糧收購,3852.6
109,高雄市,二期,計畫收購,115.1
109,高雄市,二期,輔導收購,60.7
109,高雄市,二期,餘糧收購,144.5
109,宜蘭縣,一期,計畫收購,14549.3
109,宜蘭縣,一期,輔導收購,8505.4
109,宜蘭縣,一期,餘糧收購,10146.3
109,新竹縣,一期,計畫收購,3853.6
109,新竹縣,一期,輔導收購,2268.8
109,新竹縣,一期,餘糧收購,4097.4
109,新竹縣,二期,計畫收購,880.0
109,新竹縣,二期,輔導收購,456.4
109,新竹縣,二期,餘糧收購,1226.9
109,苗栗縣,一期,計畫收購,7893.0
109,苗栗縣,一期,輔導收購,4681.5
109,苗栗縣,一期,餘糧收購,10156.0
109,苗栗縣,二期,計畫收購,1972.6
109,苗栗縣,二期,輔導收購,1047.5
109,苗栗縣,二期,餘糧收購,2888.3
109,彰化縣,一期,計畫收購,21137.6
109,彰化縣,一期,輔導收購,12502.7
109,彰化縣,一期,餘糧收購,27235.8
109,彰化縣,二期,計畫收購,10787.3
109,彰化縣,二期,輔導收購,5704.3
109,彰化縣,二期,餘糧收購,15169.3
109,南投縣,一期,計畫收購,933.8
109,南投縣,一期,輔導收購,429.3
109,南投縣,一期,餘糧收購,883.1
109,南投縣,二期,計畫收購,756.0
109,南投縣,二期,輔導收購,303.4
109,南投縣,二期,餘糧收購,746.3
109,雲林縣,一期,計畫收購,37842.3
109,雲林縣,一期,輔導收購,22399.6
109,雲林縣,一期,餘糧收購,51539.3
109,雲林縣,二期,計畫收購,8794.5
109,雲林縣,二期,輔導收購,4680.0
109,雲林縣,二期,餘糧收購,12563.1
109,嘉義縣,一期,計畫收購,20146.0
109,嘉義縣,一期,輔導收購,12075.9
109,嘉義縣,一期,餘糧收購,27715.6
109,嘉義縣,二期,計畫收購,8914.7
109,嘉義縣,二期,輔導收購,4754.8
109,嘉義縣,二期,餘糧收購,13249.2
109,屏東縣,一期,計畫收購,1210.1
109,屏東縣,一期,輔導收購,690.1
109,屏東縣,一期,餘糧收購,1188.6
109,屏東縣,二期,計畫收購,72.7
109,屏東縣,二期,輔導收購,37.7
109,屏東縣,二期,餘糧收購,94.9
109,臺東縣,一期,計畫收購,639.9
109,臺東縣,一期,輔導收購,242.3
109,臺東縣,一期,餘糧收購,189.1
109,臺東縣,二期,計畫收購,221.4
109,臺東縣,二期,輔導收購,87.6
109,臺東縣,二期,餘糧收購,57.3
109,花蓮縣,一期,計畫收購,2425.7
109,花蓮縣,一期,輔導收購,1091.8
109,花蓮縣,一期,餘糧收購,1006.0
109,花蓮縣,二期,計畫收購,1582.0
109,花蓮縣,二期,輔導收購,695.0
109,花蓮縣,二期,餘糧收購,481.7
109,新竹市,一期,計畫收購,526.3
109,新竹市,一期,輔導收購,316.8
109,新竹市,一期,餘糧收購,741.8
109,新竹市,二期,計畫收購,47.5
109,新竹市,二期,輔導收購,25.5
109,新竹市,二期,餘糧收購,75.2
109,嘉義市,一期,計畫收購,700.7
109,嘉義市,一期,輔導收購,429.7
109,嘉義市,一期,餘糧收購,907.1
109,嘉義市,二期,計畫收購,501.8
109,嘉義市,二期,輔導收購,264.5
109,嘉義市,二期,餘糧收購,454.1
110,新北市,一期,計畫收購,66.3
110,新北市,一期,輔導收購,31.8
110,新北市,一期,餘糧收購,60.2
110,桃園市,一期,計畫收購,4424.4
110,桃園市,一期,輔導收購,2592.9
110,桃園市,一期,餘糧收購,5117.7
110,桃園市,二期,計畫收購,2436.7
110,桃園市,二期,輔導收購,1263.0
110,桃園市,二期,餘糧收購,2456.7
110,臺中市,一期,計畫收購,5735.4
110,臺中市,一期,輔導收購,3347.6
110,臺中市,一期,餘糧收購,7270.4
110,臺中市,二期,計畫收購,6857.6
110,臺中市,二期,輔導收購,3525.8
110,臺中市,二期,餘糧收購,7718.1
110,臺南市,一期,計畫收購,1550.5
110,臺南市,一期,輔導收購,894.3
110,臺南市,一期,餘糧收購,1924.0
110,臺南市,二期,計畫收購,1100.2
110,臺南市,二期,輔導收購,496.5
110,臺南市,二期,餘糧收購,864.5
110,高雄市,一期,計畫收購,2623.9
110,高雄市,一期,輔導收購,1521.9
110,高雄市,一期,餘糧收購,841.6
110,高雄市,二期,計畫收購,112.7
110,高雄市,二期,輔導收購,61.2
110,高雄市,二期,餘糧收購,127.5
110,宜蘭縣,一期,計畫收購,14538.4
110,宜蘭縣,一期,輔導收購,8537.2
110,宜蘭縣,一期,餘糧收購,12617.5
110,新竹縣,一期,計畫收購,3482.3
110,新竹縣,一期,輔導收購,2037.1
110,新竹縣,一期,餘糧收購,3836.1
110,新竹縣,二期,計畫收購,2391.1
110,新竹縣,二期,輔導收購,1244.9
110,新竹縣,二期,餘糧收購,2538.7
110,苗栗縣,一期,計畫收購,4036.5
110,苗栗縣,一期,輔導收購,2354.7
110,苗栗縣,一期,餘糧收購,4467.3
110,苗栗縣,二期,計畫收購,4720.9
110,苗栗縣,二期,輔導收購,2494.6
110,苗栗縣,二期,餘糧收購,5365.4
110,彰化縣,一期,計畫收購,20148.1
110,彰化縣,一期,輔導收購,11907.5
110,彰化縣,一期,餘糧收購,25283.0
110,彰化縣,二期,計畫收購,8382.5
110,彰化縣,二期,輔導收購,4328.0
110,彰化縣,二期,餘糧收購,9088.2
110,南投縣,一期,計畫收購,860.7
110,南投縣,一期,輔導收購,370.6
110,南投縣,一期,餘糧收購,679.8
110,南投縣,二期,計畫收購,589.0
110,南投縣,二期,輔導收購,209.0
110,南投縣,二期,餘糧收購,217.6
110,雲林縣,一期,計畫收購,31451.6
110,雲林縣,一期,輔導收購,18741.9
110,雲林縣,一期,餘糧收購,40808.5
110,雲林縣,二期,計畫收購,4930.1
110,雲林縣,二期,輔導收購,2536.2
110,雲林縣,二期,餘糧收購,5776.5
110,嘉義縣,一期,計畫收購,6483.2
110,嘉義縣,一期,輔導收購,3710.0
110,嘉義縣,一期,餘糧收購,7041.4
110,嘉義縣,二期,計畫收購,3010.8
110,嘉義縣,二期,輔導收購,1385.5
110,嘉義縣,二期,餘糧收購,2538.5
110,屏東縣,一期,計畫收購,605.5
110,屏東縣,一期,輔導收購,210.6
110,屏東縣,一期,餘糧收購,94.5
110,屏東縣,二期,計畫收購,53.4
110,屏東縣,二期,輔導收購,25.8
110,屏東縣,二期,餘糧收購,36.7
110,臺東縣,一期,計畫收購,456.8
110,臺東縣,一期,輔導收購,200.1
110,臺東縣,一期,餘糧收購,94.8
110,臺東縣,二期,計畫收購,117.1
110,臺東縣,二期,輔導收購,49.8
110,臺東縣,二期,餘糧收購,30.2
110,花蓮縣,一期,計畫收購,1358.1
110,花蓮縣,一期,輔導收購,304.4
110,花蓮縣,一期,餘糧收購,76.2
110,花蓮縣,二期,計畫收購,629.8
110,花蓮縣,二期,輔導收購,236.7
110,花蓮縣,二期,餘糧收購,143.3
110,新竹市,一期,計畫收購,113.0
110,新竹市,一期,輔導收購,68.1
110,新竹市,一期,餘糧收購,162.3
110,新竹市,二期,計畫收購,276.7
110,新竹市,二期,輔導收購,148.5
110,新竹市,二期,餘糧收購,437.2
110,嘉義市,一期,計畫收購,575.3
110,嘉義市,一期,輔導收購,321.3
110,嘉義市,一期,餘糧收購,526.7
110,嘉義市,二期,計畫收購,367.9
110,嘉義市,二期,輔導收購,162.2
110,嘉義市,二期,餘糧收購,68.7
111,新北市,一期,計畫收購,105.8
111,新北市,一期,輔導收購,58.6
111,新北市,一期,餘糧收購,63.0
111,桃園市,一期,計畫收購,14129.2
111,桃園市,一期,輔導收購,8222.5
111,桃園市,一期,餘糧收購,9665.5
111,桃園市,二期,計畫收購,931.0
111,桃園市,二期,輔導收購,408.4
111,桃園市,二期,餘糧收購,272.8
111,臺中市,一期,計畫收購,13326.8
111,臺中市,一期,輔導收購,7743.4
111,臺中市,一期,餘糧收購,14246.5
111,臺中市,二期,計畫收購,2484.9
111,臺中市,二期,輔導收購,728.9
111,臺中市,二期,餘糧收購,127.6
111,臺南市,一期,計畫收購,4913.9
111,臺南市,一期,輔導收購,2602.5
111,臺南市,一期,餘糧收購,1817.8
111,臺南市,二期,計畫收購,4011.4
111,臺南市,二期,輔導收購,63.6
111,臺南市,二期,餘糧收購,0.6
111,高雄市,一期,計畫收購,2773.6
111,高雄市,一期,輔導收購,1588.6
111,高雄市,一期,餘糧收購,2313.5
111,高雄市,二期,計畫收購,46.0
111,高雄市,二期,輔導收購,21.2
111,高雄市,二期,餘糧收購,49.6
111,宜蘭縣,一期,計畫收購,16014.1
111,宜蘭縣,一期,輔導收購,8940.4
111,宜蘭縣,一期,餘糧收購,5232.3
111,新竹縣,一期,計畫收購,5758.5
111,新竹縣,一期,輔導收購,3282.1
111,新竹縣,一期,餘糧收購,3625.8
111,新竹縣,二期,計畫收購,1203.2
111,新竹縣,二期,輔導收購,458.7
111,新竹縣,二期,餘糧收購,63.5
111,苗栗縣,一期,計畫收購,6751.0
111,苗栗縣,一期,輔導收購,3950.9
111,苗栗縣,一期,餘糧收購,1590.5
111,苗栗縣,二期,計畫收購,3107.6
111,苗栗縣,二期,輔導收購,497.5
111,苗栗縣,二期,餘糧收購,0.5
111,彰化縣,一期,計畫收購,23237.9
111,彰化縣,一期,輔導收購,13221.5
111,彰化縣,一期,餘糧收購,14439.8
111,彰化縣,二期,計畫收購,4585.5
111,彰化縣,二期,輔導收購,519.3
111,彰化縣,二期,餘糧收購,12.9
111,南投縣,一期,計畫收購,746.5
111,南投縣,一期,輔導收購,327.5
111,南投縣,一期,餘糧收購,541.6
111,南投縣,二期,計畫收購,176.5
111,南投縣,二期,輔導收購,34.4
111,南投縣,二期,餘糧收購,7.2
111,雲林縣,一期,計畫收購,40229.7
111,雲林縣,一期,輔導收購,23106.7
111,雲林縣,一期,餘糧收購,24002.1
111,雲林縣,二期,計畫收購,5217.1
111,雲林縣,二期,輔導收購,816.4
111,雲林縣,二期,餘糧收購,63.1
111,嘉義縣,一期,計畫收購,23196.2
111,嘉義縣,一期,輔導收購,12528.3
111,嘉義縣,一期,餘糧收購,8639.7
111,嘉義縣,二期,計畫收購,6458.7
111,嘉義縣,二期,輔導收購,471.3
111,嘉義縣,二期,餘糧收購,39.8
111,屏東縣,一期,計畫收購,1814.4
111,屏東縣,一期,輔導收購,838.6
111,屏東縣,一期,餘糧收購,385.9
111,屏東縣,二期,計畫收購,35.1
111,屏東縣,二期,輔導收購,7.6
111,屏東縣,二期,餘糧收購,2.1
111,臺東縣,一期,計畫收購,417.9
111,臺東縣,一期,輔導收購,186.4
111,臺東縣,一期,餘糧收購,86.4
111,臺東縣,二期,計畫收購,33.2
111,臺東縣,二期,輔導收購,15.9
111,臺東縣,二期,餘糧收購,3.2
111,花蓮縣,一期,計畫收購,1239.3
111,花蓮縣,一期,輔導收購,386.3
111,花蓮縣,一期,餘糧收購,135.1
111,花蓮縣,二期,計畫收購,192.2
111,花蓮縣,二期,輔導收購,64.0
111,花蓮縣,二期,餘糧收購,6.9
111,新竹市,一期,計畫收購,568.4
111,新竹市,一期,輔導收購,340.7
111,新竹市,一期,餘糧收購,675.0
111,新竹市,二期,計畫收購,128.7
111,新竹市,二期,輔導收購,47.3
111,嘉義市,一期,計畫收購,801.7
111,嘉義市,一期,輔導收購,478.2
111,嘉義市,一期,餘糧收購,555.0
111,嘉義市,二期,計畫收購,289.6
111,嘉義市,二期,輔導收購,59.9
112,新北市,一期,計畫收購,112.6
112,新北市,一期,輔導收購,62.3
112,新北市,一期,餘糧收購,95.0
112,桃園市,一期,計畫收購,11532.7
112,桃園市,一期,輔導收購,6808.4
112,桃園市,一期,餘糧收購,9592.2
112,桃園市,二期,計畫收購,1718.2
112,桃園市,二期,輔導收購,615.4
112,桃園市,二期,餘糧收購,452.6
112,臺中市,一期,計畫收購,10677.8
112,臺中市,一期,輔導收購,6253.4
112,臺中市,一期,餘糧收購,10139.7
112,臺中市,二期,計畫收購,2809.2
112,臺中市,二期,輔導收購,318.9
112,臺中市,二期,餘糧收購,52.6
112,臺南市,一期,計畫收購,1800.2
112,臺南市,一期,輔導收購,791.0
112,臺南市,一期,餘糧收購,836.1
112,臺南市,二期,計畫收購,167.0
112,臺南市,二期,輔導收購,2.3
112,高雄市,一期,計畫收購,2639.1
112,高雄市,一期,輔導收購,1299.3
112,高雄市,一期,餘糧收購,414.8
112,高雄市,二期,計畫收購,68.9
112,高雄市,二期,輔導收購,29.9
112,高雄市,二期,餘糧收購,29.7
112,宜蘭縣,一期,計畫收購,16102.9
112,宜蘭縣,一期,輔導收購,9070.4
112,宜蘭縣,一期,餘糧收購,4252.3
112,新竹縣,一期,計畫收購,5072.8
112,新竹縣,一期,輔導收購,2982.0
112,新竹縣,一期,餘糧收購,4024.1
112,新竹縣,二期,計畫收購,1714.4
112,新竹縣,二期,輔導收購,31.8
112,新竹縣,二期,餘糧收購,0.2
112,苗栗縣,一期,計畫收購,7847.0
112,苗栗縣,一期,輔導收購,4593.4
112,苗栗縣,一期,餘糧收購,2530.1
112,苗栗縣,二期,計畫收購,3585.0
112,苗栗縣,二期,輔導收購,260.5
112,苗栗縣,二期,餘糧收購,0.6
112,彰化縣,一期,計畫收購,19238.5
112,彰化縣,一期,輔導收購,10976.6
112,彰化縣,一期,餘糧收購,15962.7
112,彰化縣,二期,計畫收購,5024.3
112,彰化縣,二期,輔導收購,509.6
112,彰化縣,二期,餘糧收購,172.9
112,南投縣,一期,計畫收購,517.5
112,南投縣,一期,輔導收購,231.0
112,南投縣,一期,餘糧收購,368.6
112,南投縣,二期,計畫收購,348.1
