民國年,期作,縣市,收穫期市價(元/公斤),輔導公告價(元/公斤),輔導價差(元/公斤),計畫+輔導收購量(公噸),餘糧收購量(公噸),稻穀產量(公噸),收購占比%
105,1,花蓮縣,23.957,23.00,-0.957,3567.8,299.3,55308.5,6.451
105,1,苗栗縣,22.213,23.00,0.787,14333.4,1298.1,42790.0,33.497
105,1,雲林縣,23.440,23.00,-0.440,69315.3,21145.0,224330.4,30.899
105,2,南投縣,25.075,23.00,-2.075,586.6,0.0,11334.2,5.175
105,2,台中市,22.905,23.00,0.095,2692.4,8.8,42284.2,6.367
105,2,台南市,25.785,23.00,-2.785,1917.6,0.0,38555.6,4.974
105,2,台東縣,25.550,23.00,-2.550,355.8,0.0,26961.3,1.320
105,2,嘉義市,25.420,23.00,-2.420,65.1,4.2,2398.6,2.714
105,2,嘉義縣,25.395,23.00,-2.395,4562.1,7.1,48107.6,9.483
105,2,屏東縣,25.600,23.00,-2.600,141.5,76.0,5180.3,2.732
105,2,彰化縣,24.985,23.00,-1.985,6766.2,41.4,93663.7,7.224
105,2,新竹縣,24.495,23.00,-1.495,2066.0,0.0,15879.7,13.010
105,2,桃園市,23.370,23.00,-0.370,3083.8,121.3,11285.8,27.325
105,2,花蓮縣,24.495,23.00,-1.495,1945.0,3.7,34052.6,5.712
105,2,苗栗縣,24.080,23.00,-1.080,3134.5,0.0,19359.4,16.191
105,2,雲林縣,25.490,23.00,-2.490,5827.7,0.0,76700.5,7.598
106,1,南投縣,22.023,23.00,0.977,1653.9,464.4,18039.7,9.168
106,1,台中市,23.033,23.00,-0.033,22236.1,14047.3,92116.4,24.139
106,1,台南市,21.867,23.00,1.133,20092.4,7539.1,109809.0,18.298
106,1,台東縣,25.563,23.00,-2.563,1037.7,8.6,41677.5,2.490
106,1,嘉義市,21.613,23.00,1.387,1118.4,336.8,5644.9,19.813
106,1,嘉義縣,21.627,23.00,1.373,37993.0,15320.4,137033.9,27.725
106,1,宜蘭縣,22.630,23.00,0.370,25652.0,2831.6,68326.8,37.543
106,1,屏東縣,23.110,23.00,-0.110,3450.5,561.9,43194.8,7.988
106,1,彰化縣,21.903,23.00,1.097,31375.5,12433.4,211203.7,14.856
106,1,新竹縣,23.000,23.00,0.000,8020.9,3874.5,25061.1,32.005
106,1,桃園市,22.347,23.00,0.653,21649.1,8538.8,70874.1,30.546
106,1,花蓮縣,24.383,23.00,-1.383,3014.1,87.0,52662.3,5.723
106,1,苗栗縣,22.367,23.00,0.633,11509.0,6751.5,34739.5,33.129
106,1,雲林縣,22.050,23.00,0.950,64559.5,34469.0,244676.5,26.386
106,2,南投縣,21.670,23.00,1.330,1072.2,188.2,15003.7,7.146
106,2,台中市,21.840,23.00,1.160,5052.3,3484.7,55444.0,9.112
106,2,台南市,21.805,23.00,1.195,6995.8,1064.9,53943.0,12.969
106,2,台東縣,25.315,23.00,-2.315,333.1,0.0,32502.0,1.025
106,2,嘉義市,21.665,23.00,1.335,856.9,155.6,4190.0,20.451
106,2,嘉義縣,21.775,23.00,1.225,14591.0,3396.1,84909.9,17.184
106,2,屏東縣,22.350,23.00,0.650,201.8,66.6,6005.3,3.360
106,2,彰化縣,21.570,23.00,1.430,13440.5,3813.1,117485.1,11.440
106,2,新竹縣,21.015,23.00,1.985,3977.3,2594.4,16721.4,23.786
106,2,桃園市,21.180,23.00,1.820,4206.6,1897.0,14591.5,28.829
106,2,花蓮縣,24.465,23.00,-1.465,1979.2,24.2,38531.9,5.137
106,2,苗栗縣,20.250,23.00,2.750,5672.1,4634.3,25255.0,22.459
106,2,雲林縣,21.705,23.00,1.295,11778.7,4848.3,89542.1,13.154
107,1,南投縣,21.130,23.00,1.870,1558.4,923.5,20264.2,7.690
107,1,台中市,20.810,23.00,2.190,22298.3,18112.1,105129.4,21.210
107,1,台南市,20.890,23.00,2.110,12475.2,9351.5,113364.2,11.005
107,1,台東縣,24.883,23.00,-1.883,819.6,103.4,43705.6,1.875
107,1,嘉義市,20.203,23.00,2.797,1135.3,684.2,5875.4,19.323
107,1,嘉義縣,20.477,23.00,2.523,31680.7,24200.7,156334.0,20.265
107,1,宜蘭縣,20.920,23.00,2.080,23747.9,13398.8,73469.6,32.323
107,1,屏東縣,21.687,23.00,1.313,933.7,205.4,43081.7,2.167
107,1,彰化縣,21.167,23.00,1.833,30477.6,23335.5,241263.8,12.632
107,1,新竹縣,20.760,23.00,2.240,9103.5,6335.4,34737.2,26.207
107,1,桃園市,20.740,23.00,2.260,23502.2,16537.5,87876.4,26.745
107,1,花蓮縣,23.507,23.00,-0.507,3041.4,347.4,56585.6,5.375
107,1,苗栗縣,20.160,23.00,2.840,12254.9,9971.9,40544.4,30.226
107,1,雲林縣,20.700,23.00,2.300,59364.5,48532.6,262099.5,22.650
107,2,南投縣,20.975,23.00,2.025,1024.2,511.3,17317.0,5.914
107,2,台中市,20.625,23.00,2.375,5945.1,4977.8,66028.8,9.004
107,2,台南市,20.755,23.00,2.245,4920.8,4088.5,60985.5,8.069
107,2,台東縣,24.220,23.00,-1.220,287.7,56.3,33335.4,0.863
107,2,嘉義市,20.485,23.00,2.515,764.6,598.8,4580.1,16.694
107,2,嘉義縣,20.570,23.00,2.430,11975.8,10378.2,89872.1,13.325
107,2,屏東縣,21.455,23.00,1.545,133.6,117.8,4790.5,2.789
107,2,彰化縣,20.865,23.00,2.135,13155.1,8282.4,139971.3,9.398
107,2,新竹縣,20.520,23.00,2.480,3775.1,2998.3,16048.6,23.523
107,2,桃園市,20.230,23.00,2.770,3601.3,2583.0,13573.8,26.531
107,2,花蓮縣,22.570,23.00,0.430,2245.2,1261.3,45457.3,4.939
107,2,苗栗縣,20.645,23.00,2.355,6050.4,5433.4,27531.5,21.976
107,2,雲林縣,20.625,23.00,2.375,14286.7,12780.1,96902.6,14.743
108,1,南投縣,21.693,23.00,1.307,1396.0,1073.2,16248.6,8.592
108,1,台中市,21.583,23.00,1.417,22430.5,21636.9,89973.1,24.930
108,1,台南市,21.803,23.00,1.197,16334.6,21343.7,101711.4,16.060
108,1,台東縣,23.263,23.00,-0.263,972.6,290.2,40104.6,2.425
108,1,嘉義市,21.680,23.00,1.320,1258.2,1455.5,5267.1,23.888
108,1,嘉義縣,21.650,23.00,1.350,33103.1,39855.1,137868.0,24.011
108,1,宜蘭縣,21.430,23.00,1.570,22710.8,6669.4,67004.2,33.895
108,1,屏東縣,21.367,23.00,1.633,2082.1,2277.9,43403.3,4.797
108,1,彰化縣,21.623,23.00,1.377,33920.6,34356.9,204527.5,16.585
108,1,新竹縣,20.273,23.00,2.727,8912.1,4801.4,23754.2,37.518
108,1,桃園市,20.773,23.00,2.227,23545.6,12325.7,70308.3,33.489
108,1,花蓮縣,21.540,23.00,1.460,3473.7,2061.6,55059.3,6.309
108,1,苗栗縣,21.447,23.00,1.553,14046.5,8944.8,39455.4,35.601
108,1,雲林縣,21.520,23.00,1.480,66189.5,82993.6,235684.0,28.084
108,2,南投縣,21.910,23.00,1.090,930.7,219.4,16384.8,5.680
108,2,台中市,21.660,23.00,1.340,5695.9,3395.1,60846.3,9.361
108,2,台南市,21.840,23.00,1.160,1920.3,463.9,59346.7,3.236
108,2,台東縣,23.855,23.00,-0.855,390.6,73.7,32413.7,1.205
108,2,嘉義市,21.955,23.00,1.045,726.1,227.5,4202.3,17.279
108,2,嘉義縣,21.920,23.00,1.080,6186.3,3443.5,90164.4,6.861
108,2,屏東縣,22.405,23.00,0.595,131.2,78.7,4024.1,3.260
108,2,彰化縣,21.995,23.00,1.005,9267.4,1798.2,140398.2,6.601
108,2,新竹縣,21.750,23.00,1.250,3897.0,2928.9,18088.7,21.544
108,2,桃園市,21.080,23.00,1.920,3689.7,2663.0,16703.0,22.090
108,2,花蓮縣,22.245,23.00,0.755,2391.4,1283.8,47003.6,5.088
108,2,苗栗縣,22.325,23.00,0.675,6278.9,4477.4,28955.2,21.685
108,2,雲林縣,21.955,23.00,1.045,6520.7,2011.7,97000.6,6.722
109,1,南投縣,20.277,23.00,2.723,1363.1,883.1,15055.1,9.054
109,1,台中市,20.090,23.00,2.910,22774.2,18665.2,91922.4,24.775
109,1,台南市,20.127,23.00,2.873,15289.9,13438.4,95512.8,16.008
109,1,台東縣,23.947,23.00,-0.947,882.2,189.1,35620.4,2.477
109,1,嘉義市,20.040,23.00,2.960,1130.4,907.1,4835.2,23.379
109,1,嘉義縣,20.020,23.00,2.980,32221.9,27715.6,133839.7,24.075
109,1,宜蘭縣,21.213,23.00,1.787,23054.7,10146.3,71375.3,32.301
109,1,屏東縣,20.177,23.00,2.823,1900.2,1188.6,42590.6,4.462
109,1,彰化縣,20.183,23.00,2.817,33640.3,27235.8,211758.8,15.886
109,1,新竹縣,20.500,23.00,2.500,6122.4,4097.4,20798.6,29.437
109,1,桃園市,20.340,23.00,2.660,20304.7,13959.8,60694.8,33.454
109,1,花蓮縣,22.047,23.00,0.953,3517.5,1006.0,46637.7,7.542
109,1,苗栗縣,21.333,23.00,1.667,12574.5,10156.0,36503.9,34.447
109,1,雲林縣,20.193,23.00,2.807,60241.9,51539.3,213888.7,28.165
109,2,南投縣,20.490,23.00,2.510,1059.4,746.3,16780.4,6.313
109,2,台中市,19.580,23.00,3.420,6749.9,6192.6,66910.8,10.088
109,2,台南市,21.265,23.00,1.735,8850.6,8847.5,58092.0,15.235
109,2,台東縣,24.460,23.00,-1.460,309.0,57.3,35030.1,0.882
109,2,嘉義市,20.915,23.00,2.085,766.3,454.1,4413.3,17.363
109,2,嘉義縣,20.950,23.00,2.050,13669.5,13249.2,91890.6,14.876
109,2,屏東縣,20.690,23.00,2.310,110.4,94.9,3895.4,2.834
109,2,彰化縣,20.600,23.00,2.400,16491.6,15169.3,147156.5,11.207
109,2,新竹縣,19.375,23.00,3.625,1336.4,1226.9,16313.3,8.192
109,2,桃園市,18.965,23.00,4.035,654.5,579.0,12495.0,5.238
109,2,花蓮縣,22.470,23.00,0.530,2277.0,481.7,41729.2,5.457
109,2,苗栗縣,19.135,23.00,3.865,3020.1,2888.3,30294.2,9.969
109,2,雲林縣,20.720,23.00,2.280,13474.5,12563.1,95930.9,14.046
110,1,南投縣,21.267,23.00,1.733,1231.3,679.8,16958.1,7.261
110,1,台中市,22.737,23.00,0.263,9083.0,7270.4,44857.5,20.249
110,1,台南市,21.167,23.00,1.833,2444.8,1924.0,38520.2,6.347
110,1,台東縣,25.683,23.00,-2.683,656.9,94.8,44053.7,1.491
110,1,嘉義市,20.813,23.00,2.187,896.6,526.7,4834.4,18.546
110,1,嘉義縣,20.793,23.00,2.207,10193.2,7041.4,83155.1,12.258
110,1,宜蘭縣,20.730,23.00,2.270,23075.6,12617.5,74979.6,30.776
110,1,屏東縣,20.957,23.00,2.043,816.1,94.5,43283.9,1.885
110,1,彰化縣,21.110,23.00,1.890,32055.6,25283.0,219664.2,14.593
110,1,新竹縣,21.360,23.00,1.640,5519.4,3836.1,15182.1,36.355
110,1,桃園市,21.390,23.00,1.610,7017.3,5117.7,20699.8,33.900
110,1,花蓮縣,23.407,23.00,-0.407,1662.5,76.2,57720.7,2.880
110,1,苗栗縣,21.697,23.00,1.303,6391.2,4467.3,20651.9,30.947
110,1,雲林縣,21.137,23.00,1.863,50193.5,40808.5,242319.4,20.714
110,2,南投縣,22.540,23.00,0.460,798.0,217.6,15638.5,5.103
110,2,台中市,21.410,23.00,1.590,10383.4,7718.1,65280.6,15.906
110,2,台南市,22.225,23.00,0.775,1596.7,864.5,58812.4,2.715
110,2,台東縣,24.980,23.00,-1.980,166.9,30.2,33645.4,0.496
110,2,嘉義市,21.670,23.00,1.330,530.1,68.7,4500.2,11.779
110,2,嘉義縣,22.010,23.00,0.990,4396.3,2538.5,83001.0,5.297
110,2,屏東縣,21.975,23.00,1.025,79.2,36.7,4544.0,1.743
110,2,彰化縣,22.360,23.00,0.640,12710.5,9088.2,131568.5,9.661
110,2,新竹縣,20.805,23.00,2.195,3636.0,2538.7,18408.7,19.752
110,2,桃園市,20.630,23.00,2.370,3699.7,2456.7,15749.7,23.491
110,2,花蓮縣,23.030,23.00,-0.030,866.5,143.3,37755.0,2.295
110,2,苗栗縣,20.680,23.00,2.320,7215.5,5365.4,28312.3,25.485
110,2,雲林縣,21.875,23.00,1.125,7466.3,5776.5,89220.9,8.368
111,1,南投縣,22.410,23.00,0.590,1074.0,541.6,14203.2,7.562
111,1,台中市,22.233,23.00,0.767,21070.2,14246.5,90886.8,23.183
111,1,台南市,22.353,23.00,0.647,7516.4,1817.8,52600.5,14.290
111,1,台東縣,25.063,23.00,-2.063,604.3,86.4,36477.0,1.657
111,1,嘉義市,22.157,23.00,0.843,1279.9,555.0,4533.9,28.230
111,1,嘉義縣,22.307,23.00,0.693,35724.5,8639.7,122875.6,29.074
111,1,宜蘭縣,21.757,23.00,1.243,24954.5,5232.3,69088.2,36.120
111,1,屏東縣,22.240,23.00,0.760,2653.0,385.9,36215.8,7.326
111,1,彰化縣,22.457,23.00,0.543,36459.4,14439.8,215257.8,16.938
111,1,新竹縣,22.060,23.00,0.940,9040.6,3625.8,23855.7,37.897
111,1,桃園市,21.500,23.00,1.500,22351.7,9665.5,56957.7,39.243
111,1,花蓮縣,22.967,23.00,0.033,1625.6,135.1,48879.0,3.326
111,1,苗栗縣,21.223,23.00,1.777,10701.9,1590.5,27376.8,39.091
111,1,雲林縣,22.213,23.00,0.787,63336.4,24002.1,232469.5,27.245
111,2,南投縣,23.675,23.00,-0.675,210.9,7.2,14733.2,1.431
111,2,台中市,21.965,23.00,1.035,3213.8,127.6,54915.6,5.852
111,2,台南市,23.840,23.00,-0.840,4075.0,0.6,56084.9,7.266
111,2,台東縣,25.610,23.00,-2.610,49.1,3.2,34291.1,0.143
111,2,嘉義市,23.635,23.00,-0.635,349.5,0.0,3759.6,9.296
111,2,嘉義縣,23.770,23.00,-0.770,6930.0,39.8,70321.4,9.855
111,2,屏東縣,23.520,23.00,-0.520,42.7,2.1,3594.9,1.188
111,2,彰化縣,23.685,23.00,-0.685,5104.8,12.9,104218.4,4.898
111,2,新竹縣,22.920,23.00,0.080,1661.9,63.5,10469.9,15.873
111,2,桃園市,22.835,23.00,0.165,1339.4,272.8,7818.6,17.131
111,2,花蓮縣,23.260,23.00,-0.260,256.2,6.9,44670.6,0.574
111,2,苗栗縣,22.960,23.00,0.040,3605.1,0.5,24343.9,14.809
111,2,雲林縣,23.800,23.00,-0.800,6033.5,63.1,71590.3,8.428
112,1,南投縣,22.640,23.00,0.360,748.5,368.6,16987.4,4.406
112,1,台中市,22.460,23.00,0.540,16931.2,10139.7,94166.5,17.980
112,1,台南市,22.747,23.00,0.253,2591.2,836.1,35542.2,7.290
112,1,台東縣,26.143,23.00,-3.143,491.1,77.0,38567.9,1.273
112,1,嘉義市,22.847,23.00,0.153,503.4,193.4,5227.2,9.630
112,1,嘉義縣,22.847,23.00,0.153,15643.4,2089.6,88944.6,17.588
112,1,宜蘭縣,22.990,23.00,0.010,25173.3,4252.3,73347.0,34.321
112,1,屏東縣,22.607,23.00,0.393,1708.8,33.2,45131.9,3.786
112,1,彰化縣,22.643,23.00,0.357,30215.1,15962.7,226322.7,13.350
112,1,新竹縣,22.457,23.00,0.543,8054.8,4024.1,28622.0,28.142
112,1,桃園市,22.530,23.00,0.470,18341.1,9592.2,61516.3,29.815
112,1,花蓮縣,23.670,23.00,-0.670,1155.6,80.3,44760.8,2.582
112,1,苗栗縣,21.973,23.00,1.027,12440.4,2530.1,40648.8,30.605
112,1,雲林縣,22.663,23.00,0.337,53534.0,19665.1,233148.8,22.961
112,2,南投縣,25.185,23.00,-2.185,363.3,1.5,13363.0,2.719
112,2,台中市,23.915,23.00,-0.915,3128.1,52.6,47595.2,6.572
112,2,台南市,25.045,23.00,-2.045,169.3,0.0,15470.2,1.094
112,2,台東縣,26.005,23.00,-3.005,84.1,0.0,27225.7,0.309
112,2,嘉義市,25.560,23.00,-2.560,145.9,0.0,2995.9,4.870
112,2,嘉義縣,25.570,23.00,-2.570,1076.9,0.0,38446.2,2.801
112,2,屏東縣,25.450,23.00,-2.450,6.5,1.8,3711.6,0.175
112,2,彰化縣,25.505,23.00,-2.505,5533.9,172.9,90947.6,6.085
112,2,新竹縣,23.460,23.00,-0.460,1746.2,0.2,13117.8,13.312
112,2,桃園市,23.305,23.00,-0.305,2333.6,452.6,13622.9,17.130
112,2,花蓮縣,24.060,23.00,-1.060,361.7,5.7,27222.6,1.329
112,2,苗栗縣,23.920,23.00,-0.920,3845.5,0.6,23027.7,16.699
112,2,雲林縣,25.725,23.00,-2.725,4112.5,16.0,61474.2,6.690
113,1,南投縣,25.017,23.00,-2.017,691.7,381.7,15658.1,4.418
113,1,台中市,23.337,23.00,-0.337,18075.9,6549.6,85188.7,21.219
113,1,台南市,25.620,23.00,-2.620,14576.9,8199.5,96740.5,15.068
113,1,台東縣,26.403,23.00,-3.403,498.7,67.4,40231.0,1.240
113,1,嘉義市,22.983,23.00,0.017,1017.6,720.6,5487.0,18.546
113,1,嘉義縣,22.987,23.00,0.013,33332.7,15197.3,136977.8,24.334
113,1,宜蘭縣,23.897,23.00,-0.897,23536.6,1566.4,72100.3,32.644
113,1,屏東縣,23.633,23.00,-0.633,2439.6,188.6,43917.2,5.555
113,1,彰化縣,23.350,23.00,-0.350,28723.1,8731.5,211181.9,13.601
113,1,新竹縣,23.223,23.00,-0.223,8198.2,1977.3,27400.4,29.920
113,1,桃園市,23.057,23.00,-0.057,21867.1,8138.1,67675.7,32.312
113,1,花蓮縣,24.980,23.00,-1.980,1023.4,64.5,44818.3,2.283
113,1,苗栗縣,23.293,23.00,-0.293,12221.5,114.3,38156.6,32.030
113,1,雲林縣,22.983,23.00,0.017,51005.3,22213.1,209744.2,24.318
113,1,高雄市,23.687,23.00,-0.687,4012.9,1605.2,36889.6,10.878
113,2,南投縣,25.745,23.00,-2.745,151.6,0.5,11478.4,1.321
113,2,台中市,24.795,23.00,-1.795,2025.8,34.5,42008.5,4.822
113,2,台南市,25.620,23.00,-2.620,1422.1,5.5,49087.6,2.897
113,2,台東縣,26.245,23.00,-3.245,52.7,0.0,25356.6,0.208
113,2,嘉義市,26.025,23.00,-3.025,82.6,0.0,3460.4,2.387
113,2,嘉義縣,26.085,23.00,-3.085,2108.4,1.6,62329.9,3.383
113,2,屏東縣,25.790,23.00,-2.790,6.1,0.0,2653.1,0.230
113,2,彰化縣,26.305,23.00,-3.305,2922.3,1.8,90017.7,3.246
113,2,新竹縣,24.230,23.00,-1.230,1059.2,0.0,9675.6,10.947
113,2,桃園市,24.205,23.00,-1.205,523.1,3.3,5660.9,9.241
113,2,花蓮縣,25.355,23.00,-2.355,206.6,1.7,24157.8,0.855
113,2,苗栗縣,24.855,23.00,-1.855,1642.7,0.0,12984.1,12.652
113,2,雲林縣,26.275,23.00,-3.275,1714.7,1.3,62921.9,2.725
113,2,高雄市,25.000,23.00,-2.000,82.6,33.3,1003.1,8.234
